ID,Since,Last tweeted at,Tweets,Favorites,Listed,Following,Followers,Screen name,Name,Verified,Protected,Bio,Status,Location,URL
17901515,2008-12-05 16:51:40 +0000,2016-01-10 22:34:13 +0000,5155,657,99,1276,1522,bijanv,Bijan Vaez,false,false,"Co-Founder and CTO @EventMobi, Engineer, Soccer fan, Passionate about Web and Mobile Technologies.",@jerw 😂 amazing,Toronto,http://www.eventmobi.com
19000033,2009-01-14 22:47:52 +0000,2016-01-11 15:37:05 +0000,67656,1325,3508,1079,257367,CBCToronto,CBC Toronto,true,false,"Breaking Toronto news. tonews@cbc.ca 
Snapchat: 'CBCToronto'
Instagram: @CBCToronto
http://t.co/hdZOnIcIIl",RT @CBCQueensPark: BREAKING: Vadim Kazenelson sentenced to 3.5 yrs for criminal negligence in deaths of 4 workers in Christmas Eve 2009 scaffolding collapse.,Toronto,http://www.cbc.ca/toronto/
2353,2006-07-18 18:14:53 +0000,2016-01-11 00:19:03 +0000,31104,2524,901,3119,13803,davidcrow,David Crow,false,false,Simple caveman. Comfy with uncertainty. Product and community. Sounding board: @streetcontxt @upverter @analyzeRE @send_with_us Photo https://t.co/i881gEAL67,RT @cwhogg: this is a great market map from @BessemerVP from this TC post:  https://t.co/bOJpU9QJhw https://t.co/pG8AOVQFIX,"Toronto, Canada",http://davidcrow.ca/
2350159980,2014-02-18 14:01:52 +0000,2016-01-09 19:04:36 +0000,1132,178,64,661,792,fullstackTO,Full Stack Toronto,false,false,Full Stack Toronto is a non-profit organisation that puts on events for web professionals. #webdev #ux #devops #backend #frontend #business and more!,RT @dan_jenkins: @fullstackTO @useTito I'll be getting my talk in soon,"Toronto, Ontario, Canada",http://fsto.co
15435210,2008-07-15 01:51:06 +0000,2016-01-11 01:08:08 +0000,645,31,225,641,2973,hacklabto,HackLabTO,false,false,HackLab.TO - Toronto's hackerspace! Come check us out!,Laser upgrade and overhaul in progress! https://t.co/XptBYm4Jr3,"1266 Queen St West, Toronto ON",https://hacklab.to
3590140283,2015-09-08 18:13:49 +0000,2016-01-08 18:53:00 +0000,9,0,2,0,12,HomebrewHosting,HomebrewHostingClub,false,false,"A meetup of people in the Greater Toronto Area passionate about self hosting, in the same structure as the Homebrew Computer Club meetings.",RT @ownClouders: https://t.co/ZaF36osAwh covered Western Digital and ownCloud teaming up for a #RaspberryPi private #cloud device! https://t.co/CTRG3t1S6w,"Toronto, Ontario",http://homebrewhosting.club/
3433321047,2015-08-20 22:12:50 +0000,2016-01-08 21:18:23 +0000,110,89,11,107,289,librarypassport,Library Passport,false,false,The Toronto Library Passport is your friendly companion to visiting all the public library branches in Toronto. Created by @noahortmann.,"Thanks @DonBarrie! You can pre-order one now at https://t.co/3XRZLGqGHd, they'll be printing soon.","Toronto, Ontario",http://www.torontolibrarypassport.com
25065495,2009-03-18 12:43:25 +0000,2016-01-11 14:42:57 +0000,27233,1079,1434,598,88996,metromorning,Metro Morning,true,false,"Toronto's number one morning show with host Matt Galloway
5:30-8:30 on CBC Radio 1 99.1 in Toronto","RT @jessewente: Will remember David Bowie with @mattgallowaycbc tomorrow on @metromorning . A lot to say in 5 minutes, but we'll try. #DavidBowie #Starman","Toronto, Ontario",http://www.cbc.ca/metromorning/
36309207,2009-04-29 07:08:46 +0000,2015-05-13 14:16:37 +0000,146,30,9,66,594,sakuraHighPark,Sakura in High Park,false,false,"Celebrating the inspiration, beauty and traditions of the annual blooming of the Sakura // Japanese Cherry Blossoms in High Park, Toronto.","May 12, 2015 - Many people continue to ask, but the sakura // cherry blossoms have nearly all fallen and another... http://t.co/mq1QV5Snnk",Toronto,http://www.SakurainHighPark.com
2463654482,2014-04-25 20:26:57 +0000,2016-01-11 01:52:41 +0000,1206,2191,101,583,2298,TechTorontoOrg,Tech Toronto,false,false,Supporting the growing Toronto technology community. Knowledge + Network. Entrepreneurs | Startups | Finance | Ideas,"@LivStar Special event @TorontoCouncil limited to 332 capacity. But #TechTO is monthly! Join us in Feb, RSVP here: https://t.co/Lub9XwtSNS",Toronto,http://www.techtoronto.org
11128032,2007-12-13 14:14:00 +0000,2016-01-06 18:38:34 +0000,301,23,17,193,510,TimMGroves,Tim Groves,false,false,,"RT @spirodon: real investigation needed on where Canadian arms sent to Saudi Arabia go, a major player in Syrian war. (3/4) #cdnpoli #syrianrefugees",toronto,https://twitter.com/TimMGroves
1694120570,2013-08-23 15:23:01 +0000,2016-01-11 15:34:09 +0000,1100,650,49,280,1605,TOtrees,Toronto Forestry,false,false,Toronto Urban Forestry is responsible for the overall coordination and management of the forestry program for the City of Toronto.,#RIPDavidBowie #SpidersfromMars https://t.co/gPSbSxxDIe,Toronto,http://www.toronto.ca/trees
21431244,2009-02-20 20:38:00 +0000,2009-03-08 03:34:13 +0000,54,2,11,494,210,xoxoTO,xoxoTO,false,false,Vocalizing what everyone else is thinking.,Being called out to join the ladies at Brazen Head. Apparently there is a lot of dishing going around. DM me your secrets ladies. xoxo,Toronto,http://twitter.com/xoxoTO
